shipment_id,order_id,item_id,carrier,tracking_number,tracking_url,shipped_date,estimated_delivery_date,actual_delivery_date,delivery_attempts,last_attempt_date,failed_delivery_reason,shipment_status
286,334,,Envía,ENV-42029-87252,https://www.envia.co/rastreo/ENV-42029-87252,2025-07-08 04:00:00,2025-07-18,2025-07-13,1,2025-07-13 04:00:00,,delivered
287,335,,Deprisa,DEP-36949-92504,https://www.deprisa.com/rastreo/DEP-36949-92504,2025-05-05 15:00:00,2025-05-12,2025-05-14,1,2025-05-09 15:00:00,,delivered
288,336,,Servientrega,SER-91696-42533,https://www.servientrega.com/rastreo/SER-91696-42533,2025-07-25 01:00:00,2025-08-02,2025-07-30,1,2025-07-27 01:00:00,,delivered
289,337,,Deprisa,DEP-21548-11230,https://www.deprisa.com/rastreo/DEP-21548-11230,2025-03-09 18:00:00,2025-03-15,2025-03-17,1,2025-03-11 18:00:00,,delivered
290,338,1006,Interrapidísimo,INT-36246-77121,https://www.interrapidisimo.com/rastreo/INT-36246-77121,2025-07-21 05:00:00,2025-07-31,2025-07-31,1,2025-07-31 05:00:00,,delivered
291,340,,Interrapidísimo,INT-49342-80995,https://www.interrapidisimo.com/rastreo/INT-49342-80995,2025-05-17 14:00:00,2025-05-27,2025-05-28,2,2025-05-23 14:00:00,Horario de entrega no compatible,delivered
292,341,,Coordinadora,COO-94852-37719,https://www.coordinadora.com/rastreo/COO-94852-37719,2025-12-17 23:00:00,2025-12-25,2025-12-24,1,2025-12-20 23:00:00,,delivered
293,343,1017,Envía,ENV-94345-43472,https://www.envia.co/rastreo/ENV-94345-43472,2025-12-01 15:00:00,2025-12-10,2025-12-07,1,2025-12-04 15:00:00,,delivered
294,344,,TCC,TCC-78906-33475,https://www.tcc.com.co/rastreo/TCC-78906-33475,2025-09-18 14:00:00,2025-09-25,2025-09-26,1,2025-09-20 14:00:00,,delivered
295,345,,Deprisa,DEP-60401-28660,https://www.deprisa.com/rastreo/DEP-60401-28660,2025-11-28 07:00:00,2025-11-30,2025-12-02,1,2025-11-29 07:00:00,,delivered
296,346,,TCC,TCC-39804-71977,https://www.tcc.com.co/rastreo/TCC-39804-71977,2025-12-14 20:00:00,2025-12-17,2025-12-15,1,2025-12-15 20:00:00,,delivered
297,347,,Envía,ENV-71907-81464,https://www.envia.co/rastreo/ENV-71907-81464,2025-05-05 15:00:00,2025-05-13,2025-05-15,1,2025-05-10 15:00:00,,delivered
298,348,,Interrapidísimo,INT-42642-85773,https://www.interrapidisimo.com/rastreo/INT-42642-85773,2025-06-23 20:00:00,2025-06-28,2025-06-29,1,2025-06-24 20:00:00,,delivered
299,349,,Envía,ENV-54321-57890,https://www.envia.co/rastreo/ENV-54321-57890,2025-06-11 05:00:00,2025-06-19,2025-06-20,2,2025-06-16 05:00:00,Zona de difícil acceso,returned_to_sender
300,350,,Interrapidísimo,INT-45145-97029,https://www.interrapidisimo.com/rastreo/INT-45145-97029,2025-04-07 08:00:00,2025-04-16,2025-04-09,1,2025-04-09 08:00:00,,delivered
301,351,,Coordinadora,COO-91149-99408,https://www.coordinadora.com/rastreo/COO-91149-99408,2025-12-15 04:00:00,2025-12-25,2025-12-25,1,2025-12-20 04:00:00,,delivered
302,352,,Interrapidísimo,INT-34929-15005,https://www.interrapidisimo.com/rastreo/INT-34929-15005,2025-07-02 18:00:00,2025-07-05,2025-07-07,1,2025-07-04 18:00:00,,delivered
303,353,,Deprisa,DEP-59479-67231,https://www.deprisa.com/rastreo/DEP-59479-67231,2025-08-04 20:00:00,2025-08-14,2025-08-06,2,2025-08-12 20:00:00,Cliente rechazó el paquete,delivered
304,354,,Interrapidísimo,INT-74402-93855,https://www.interrapidisimo.com/rastreo/INT-74402-93855,2025-02-22 00:00:00,2025-02-26,2025-02-28,1,2025-02-23 00:00:00,,delivered
305,355,,Envía,ENV-20827-37028,https://www.envia.co/rastreo/ENV-20827-37028,2025-09-30 18:00:00,2025-10-10,2025-10-08,1,2025-10-10 18:00:00,,delivered
306,356,,Deprisa,DEP-50515-24774,https://www.deprisa.com/rastreo/DEP-50515-24774,2025-09-26 01:00:00,2025-10-04,2025-09-27,1,2025-10-04 01:00:00,,delivered
307,357,,Coordinadora,COO-94302-63654,https://www.coordinadora.com/rastreo/COO-94302-63654,2025-09-30 22:00:00,2025-10-08,2025-10-01,1,2025-10-05 22:00:00,,delivered
308,359,1057,Servientrega,SER-93208-70585,https://www.servientrega.com/rastreo/SER-93208-70585,2025-06-05 10:00:00,2025-06-15,2025-06-08,1,2025-06-09 10:00:00,,delivered
309,360,,Deprisa,DEP-57397-90827,https://www.deprisa.com/rastreo/DEP-57397-90827,2025-09-08 19:00:00,2025-09-17,2025-09-12,1,2025-09-13 19:00:00,,delivered
310,361,,Envía,ENV-10051-90502,https://www.envia.co/rastreo/ENV-10051-90502,2026-01-10 13:00:00,2026-01-13,2026-01-13,1,2026-01-13 13:00:00,,delivered
311,362,,Interrapidísimo,INT-83989-46709,https://www.interrapidisimo.com/rastreo/INT-83989-46709,2025-12-15 22:00:00,2025-12-24,2025-12-21,1,2025-12-21 22:00:00,,returned_to_sender
312,363,,Servientrega,SER-39581-84955,https://www.servientrega.com/rastreo/SER-39581-84955,2026-01-19 05:00:00,2026-01-26,2026-01-20,1,2026-01-24 05:00:00,,delivered
313,364,,Interrapidísimo,INT-81553-38864,https://www.interrapidisimo.com/rastreo/INT-81553-38864,2025-04-03 07:00:00,2025-04-13,2025-04-08,1,2025-04-13 07:00:00,,delivered
314,365,,Deprisa,DEP-25694-96975,https://www.deprisa.com/rastreo/DEP-25694-96975,2026-01-18 19:00:00,2026-01-23,2026-01-25,2,2026-01-21 19:00:00,Dirección incorrecta o inexistente,delivered
315,366,,Servientrega,SER-23764-19236,https://www.servientrega.com/rastreo/SER-23764-19236,2025-05-01 00:00:00,2025-05-03,2025-05-02,1,2025-05-02 00:00:00,,delivered
316,367,,Coordinadora,COO-18130-40822,https://www.coordinadora.com/rastreo/COO-18130-40822,2025-04-14 17:00:00,2025-04-22,2025-04-23,1,2025-04-22 17:00:00,,delivered
317,368,,Interrapidísimo,INT-28061-44661,https://www.interrapidisimo.com/rastreo/INT-28061-44661,2026-02-04 18:00:00,2026-02-13,,1,2026-02-06 18:00:00,,in_transit
318,369,1086,Deprisa,DEP-89925-95181,https://www.deprisa.com/rastreo/DEP-89925-95181,2025-03-07 11:00:00,2025-03-17,2025-03-19,1,2025-03-16 11:00:00,,delivered
319,370,,Coordinadora,COO-55099-39863,https://www.coordinadora.com/rastreo/COO-55099-39863,2025-08-04 17:00:00,2025-08-14,2025-08-14,2,2025-08-10 17:00:00,Cliente rechazó el paquete,delivered
320,371,1090,Servientrega,SER-86373-88944,https://www.servientrega.com/rastreo/SER-86373-88944,2025-05-07 21:00:00,2025-05-14,2025-05-08,1,2025-05-14 21:00:00,,delivered
321,372,,Servientrega,SER-48899-40379,https://www.servientrega.com/rastreo/SER-48899-40379,2025-11-30 12:00:00,2025-12-04,2025-12-01,1,2025-12-02 12:00:00,,delivered
322,373,,Deprisa,DEP-57597-87859,https://www.deprisa.com/rastreo/DEP-57597-87859,2025-10-29 20:00:00,2025-11-04,2025-11-04,1,2025-10-30 20:00:00,,delivered
323,375,,Deprisa,DEP-74383-23343,https://www.deprisa.com/rastreo/DEP-74383-23343,2025-07-07 11:00:00,2025-07-09,2025-07-08,1,2025-07-09 11:00:00,,delivered
324,376,,Servientrega,SER-65320-64248,https://www.servientrega.com/rastreo/SER-65320-64248,2025-10-31 17:00:00,2025-11-03,2025-11-03,1,2025-11-02 17:00:00,,delivered
325,377,,Deprisa,DEP-66396-82283,https://www.deprisa.com/rastreo/DEP-66396-82283,2026-01-31 17:00:00,2026-02-10,2026-02-04,1,2026-02-03 17:00:00,,delivered
326,378,,TCC,TCC-66235-45150,https://www.tcc.com.co/rastreo/TCC-66235-45150,2026-01-21 05:00:00,2026-01-29,2026-01-31,1,2026-01-22 05:00:00,,returned_to_sender
327,379,,Deprisa,DEP-43289-39299,https://www.deprisa.com/rastreo/DEP-43289-39299,2025-04-02 10:00:00,2025-04-12,2025-04-07,2,2025-04-05 10:00:00,Dirección incorrecta o inexistente,delivered
328,382,,Envía,ENV-30693-74069,https://www.envia.co/rastreo/ENV-30693-74069,2025-12-13 03:00:00,2025-12-22,2025-12-22,2,2025-12-16 03:00:00,No se encontró a nadie en la dirección,delivered
329,383,,Servientrega,SER-82489-72796,https://www.servientrega.com/rastreo/SER-82489-72796,2025-11-07 20:00:00,2025-11-17,2025-11-13,1,2025-11-10 20:00:00,,delivered
330,384,,Deprisa,DEP-98093-65285,https://www.deprisa.com/rastreo/DEP-98093-65285,2025-04-01 16:00:00,2025-04-11,2025-04-10,1,2025-04-05 16:00:00,,returned_to_sender
331,385,,Deprisa,DEP-86454-25001,https://www.deprisa.com/rastreo/DEP-86454-25001,2025-05-19 09:00:00,2025-05-29,2025-05-21,2,2025-05-27 09:00:00,No se encontró a nadie en la dirección,delivered
332,387,,Servientrega,SER-32097-39721,https://www.servientrega.com/rastreo/SER-32097-39721,2025-09-14 11:00:00,2025-09-24,2025-09-25,1,2025-09-19 11:00:00,,delivered
333,388,,Coordinadora,COO-11825-37588,https://www.coordinadora.com/rastreo/COO-11825-37588,2025-08-28 13:00:00,2025-09-05,2025-08-29,1,2025-08-30 13:00:00,,returned_to_sender
334,389,,Servientrega,SER-49147-98648,https://www.servientrega.com/rastreo/SER-49147-98648,2025-08-09 08:00:00,2025-08-18,2025-08-15,1,2025-08-12 08:00:00,,delivered
335,390,,Coordinadora,COO-36789-36948,https://www.coordinadora.com/rastreo/COO-36789-36948,2025-12-25 18:00:00,2026-01-03,2026-01-04,2,2026-01-02 18:00:00,Edificio cerrado / sin acceso,returned_to_sender
336,391,,Deprisa,DEP-40960-61505,https://www.deprisa.com/rastreo/DEP-40960-61505,2025-08-30 10:00:00,2025-09-04,2025-09-01,1,2025-09-01 10:00:00,,delivered
337,393,,Coordinadora,COO-65436-73284,https://www.coordinadora.com/rastreo/COO-65436-73284,2025-10-06 05:00:00,2025-10-16,2025-10-09,1,2025-10-13 05:00:00,,delivered
338,394,,Interrapidísimo,INT-78954-94736,https://www.interrapidisimo.com/rastreo/INT-78954-94736,2025-06-05 12:00:00,2025-06-13,2025-06-11,1,2025-06-13 12:00:00,,delivered
339,395,,TCC,TCC-95931-51907,https://www.tcc.com.co/rastreo/TCC-95931-51907,2025-07-01 15:00:00,2025-07-11,2025-07-04,1,2025-07-03 15:00:00,,returned_to_sender
340,396,,Deprisa,DEP-68606-34188,https://www.deprisa.com/rastreo/DEP-68606-34188,2025-12-11 01:00:00,2025-12-21,2025-12-17,1,2025-12-20 01:00:00,,delivered
341,397,,Coordinadora,COO-48036-12635,https://www.coordinadora.com/rastreo/COO-48036-12635,2025-07-21 02:00:00,2025-07-28,2025-07-22,2,2025-07-24 02:00:00,Zona de difícil acceso,delivered
342,398,,Coordinadora,COO-88288-22259,https://www.coordinadora.com/rastreo/COO-88288-22259,2025-02-19 23:00:00,2025-03-01,2025-02-21,1,2025-02-25 23:00:00,,delivered
343,399,,Servientrega,SER-77962-77156,https://www.servientrega.com/rastreo/SER-77962-77156,2025-04-11 18:00:00,2025-04-17,2025-04-15,3,2025-04-15 18:00:00,Cliente rechazó el paquete,returned_to_sender
344,400,1175,Envía,ENV-71125-19118,https://www.envia.co/rastreo/ENV-71125-19118,2025-04-10 17:00:00,2025-04-19,2025-04-14,1,2025-04-11 17:00:00,,delivered
345,401,,Deprisa,DEP-89103-89895,https://www.deprisa.com/rastreo/DEP-89103-89895,2025-02-25 00:00:00,2025-03-01,2025-02-28,1,2025-02-28 00:00:00,,delivered
346,402,1180,Coordinadora,COO-22475-99306,https://www.coordinadora.com/rastreo/COO-22475-99306,2025-11-18 03:00:00,2025-11-25,2025-11-22,1,2025-11-25 03:00:00,,delivered
347,403,,Interrapidísimo,INT-32304-19731,https://www.interrapidisimo.com/rastreo/INT-32304-19731,2025-12-04 23:00:00,2025-12-10,2025-12-06,1,2025-12-08 23:00:00,,delivered
348,404,,Servientrega,SER-32628-24549,https://www.servientrega.com/rastreo/SER-32628-24549,2025-07-01 05:00:00,2025-07-11,2025-07-06,1,2025-07-07 05:00:00,,delivered
349,405,,Interrapidísimo,INT-30664-30368,https://www.interrapidisimo.com/rastreo/INT-30664-30368,2025-09-20 13:00:00,2025-09-30,2025-09-27,1,2025-09-21 13:00:00,,delivered
350,406,,Deprisa,DEP-73439-82918,https://www.deprisa.com/rastreo/DEP-73439-82918,2025-12-29 03:00:00,2026-01-01,2026-01-03,1,2026-01-01 03:00:00,,returned_to_sender
351,408,,Envía,ENV-48810-80896,https://www.envia.co/rastreo/ENV-48810-80896,2025-06-23 04:00:00,2025-07-03,2025-06-26,1,2025-07-02 04:00:00,,delivered
352,409,,Envía,ENV-19600-60608,https://www.envia.co/rastreo/ENV-19600-60608,2025-09-16 04:00:00,2025-09-24,2025-09-24,1,2025-09-22 04:00:00,,delivered
353,410,,Envía,ENV-56235-56514,https://www.envia.co/rastreo/ENV-56235-56514,2025-02-27 03:00:00,2025-03-07,2025-03-01,2,2025-03-03 03:00:00,Edificio cerrado / sin acceso,delivered
354,411,,Coordinadora,COO-79720-85103,https://www.coordinadora.com/rastreo/COO-79720-85103,2025-11-22 23:00:00,2025-11-28,2025-11-27,1,2025-11-27 23:00:00,,delivered
355,412,,TCC,TCC-55165-11845,https://www.tcc.com.co/rastreo/TCC-55165-11845,2025-03-07 08:00:00,2025-03-09,2025-03-10,1,2025-03-09 08:00:00,,delivered
356,413,,Deprisa,DEP-43275-21936,https://www.deprisa.com/rastreo/DEP-43275-21936,2025-05-29 14:00:00,2025-06-04,2025-06-01,1,2025-05-30 14:00:00,,delivered
357,414,,TCC,TCC-74746-46253,https://www.tcc.com.co/rastreo/TCC-74746-46253,2025-02-21 10:00:00,2025-02-26,2025-02-24,1,2025-02-26 10:00:00,,delivered
358,415,,Deprisa,DEP-25247-72627,https://www.deprisa.com/rastreo/DEP-25247-72627,2025-05-01 18:00:00,2025-05-05,2025-05-04,1,2025-05-03 18:00:00,,delivered
359,417,,Interrapidísimo,INT-64160-61779,https://www.interrapidisimo.com/rastreo/INT-64160-61779,2025-04-24 07:00:00,2025-04-27,2025-04-27,1,2025-04-27 07:00:00,,delivered
360,418,,Envía,ENV-24869-62875,https://www.envia.co/rastreo/ENV-24869-62875,2025-11-27 10:00:00,2025-11-30,2025-11-28,1,2025-11-29 10:00:00,,delivered
361,419,1219,Envía,ENV-79365-28267,https://www.envia.co/rastreo/ENV-79365-28267,2025-05-02 17:00:00,2025-05-11,2025-05-13,1,2025-05-07 17:00:00,,delivered
362,421,,Interrapidísimo,INT-69796-23594,https://www.interrapidisimo.com/rastreo/INT-69796-23594,2025-05-30 05:00:00,2025-06-07,2025-06-08,1,2025-06-07 05:00:00,,delivered
363,422,,Deprisa,DEP-83329-65965,https://www.deprisa.com/rastreo/DEP-83329-65965,2025-03-08 23:00:00,2025-03-18,2025-03-17,1,2025-03-11 23:00:00,,delivered
364,423,,Deprisa,DEP-89532-47436,https://www.deprisa.com/rastreo/DEP-89532-47436,2025-12-26 20:00:00,2026-01-03,2025-12-31,2,2026-01-01 20:00:00,Zona de difícil acceso,delivered
365,424,,Deprisa,DEP-64260-58660,https://www.deprisa.com/rastreo/DEP-64260-58660,2025-08-18 03:00:00,2025-08-28,2025-08-26,1,2025-08-23 03:00:00,,delivered
366,425,1235,TCC,TCC-48283-26293,https://www.tcc.com.co/rastreo/TCC-48283-26293,2025-03-27 11:00:00,2025-04-03,2025-03-30,1,2025-03-31 11:00:00,,delivered
367,426,,Deprisa,DEP-30590-70381,https://www.deprisa.com/rastreo/DEP-30590-70381,2025-09-05 05:00:00,2025-09-15,2025-09-16,1,2025-09-13 05:00:00,,delivered
368,427,,Coordinadora,COO-16731-96179,https://www.coordinadora.com/rastreo/COO-16731-96179,2026-01-14 23:00:00,2026-01-21,2026-01-15,2,2026-01-17 23:00:00,Dirección incorrecta o inexistente,delivered
369,428,,TCC,TCC-84513-98510,https://www.tcc.com.co/rastreo/TCC-84513-98510,2025-05-07 15:00:00,2025-05-11,2025-05-09,1,2025-05-11 15:00:00,,delivered
370,429,1247,Servientrega,SER-33228-82562,https://www.servientrega.com/rastreo/SER-33228-82562,2025-11-10 03:00:00,2025-11-19,2025-11-14,1,2025-11-13 03:00:00,,delivered
371,430,,Coordinadora,COO-12462-14765,https://www.coordinadora.com/rastreo/COO-12462-14765,2025-05-10 04:00:00,2025-05-17,2025-05-18,1,2025-05-16 04:00:00,,delivered
372,431,,Deprisa,DEP-42048-18670,https://www.deprisa.com/rastreo/DEP-42048-18670,2025-09-27 21:00:00,2025-10-02,2025-10-03,1,2025-10-01 21:00:00,,returned_to_sender
373,432,,Deprisa,DEP-76798-50381,https://www.deprisa.com/rastreo/DEP-76798-50381,2025-04-05 12:00:00,2025-04-12,2025-04-12,1,2025-04-09 12:00:00,,delivered
374,433,,Servientrega,SER-41679-71319,https://www.servientrega.com/rastreo/SER-41679-71319,2025-11-18 22:00:00,2025-11-28,2025-11-24,1,2025-11-28 22:00:00,,returned_to_sender
375,434,,Servientrega,SER-13659-18044,https://www.servientrega.com/rastreo/SER-13659-18044,2025-07-26 22:00:00,2025-08-03,2025-07-28,1,2025-07-31 22:00:00,,delivered
376,436,,TCC,TCC-84434-35740,https://www.tcc.com.co/rastreo/TCC-84434-35740,2025-02-23 12:00:00,2025-02-28,2025-02-28,1,2025-02-25 12:00:00,,delivered
377,438,,Coordinadora,COO-74034-44947,https://www.coordinadora.com/rastreo/COO-74034-44947,2025-08-09 17:00:00,2025-08-18,2025-08-15,1,2025-08-11 17:00:00,,delivered
378,439,,Envía,ENV-27555-28776,https://www.envia.co/rastreo/ENV-27555-28776,2025-08-22 20:00:00,2025-08-30,2025-08-25,2,2025-08-26 20:00:00,Cliente solicitó reprogramación,delivered
379,440,1284,Envía,ENV-51413-26159,https://www.envia.co/rastreo/ENV-51413-26159,2025-06-07 14:00:00,2025-06-17,2025-06-14,2,2025-06-08 14:00:00,Cliente solicitó reprogramación,delivered
380,442,,Envía,ENV-56298-88871,https://www.envia.co/rastreo/ENV-56298-88871,2026-01-13 08:00:00,2026-01-17,2026-01-14,2,2026-01-14 08:00:00,No se encontró a nadie en la dirección,delivered
381,443,,Interrapidísimo,INT-39749-37066,https://www.interrapidisimo.com/rastreo/INT-39749-37066,2025-10-03 03:00:00,2025-10-07,2025-10-05,1,2025-10-06 03:00:00,,delivered
382,445,1297,Envía,ENV-71200-22771,https://www.envia.co/rastreo/ENV-71200-22771,2025-06-28 17:00:00,2025-07-08,2025-07-06,2,2025-07-05 17:00:00,No se encontró a nadie en la dirección,delivered
383,447,1304,Coordinadora,COO-76625-86445,https://www.coordinadora.com/rastreo/COO-76625-86445,2025-07-31 20:00:00,2025-08-08,2025-08-01,1,2025-08-05 20:00:00,,delivered
384,449,,Coordinadora,COO-50547-64685,https://www.coordinadora.com/rastreo/COO-50547-64685,2025-03-16 10:00:00,2025-03-26,2025-03-28,2,2025-03-17 10:00:00,Cliente solicitó reprogramación,delivered
385,450,1314,Coordinadora,COO-84642-77588,https://www.coordinadora.com/rastreo/COO-84642-77588,2025-07-26 09:00:00,2025-08-01,2025-07-28,1,2025-07-30 09:00:00,,delivered
386,452,,Deprisa,DEP-18748-74391,https://www.deprisa.com/rastreo/DEP-18748-74391,2026-01-05 04:00:00,2026-01-15,2026-01-17,3,2026-01-08 04:00:00,Horario de entrega no compatible,delivered
387,453,,Deprisa,DEP-77302-97375,https://www.deprisa.com/rastreo/DEP-77302-97375,2025-12-07 02:00:00,2025-12-14,2025-12-13,1,2025-12-12 02:00:00,,delivered
388,454,,Interrapidísimo,INT-40254-44223,https://www.interrapidisimo.com/rastreo/INT-40254-44223,2025-04-29 13:00:00,2025-05-07,2025-04-30,3,2025-05-06 13:00:00,Cliente solicitó reprogramación,delivered
389,455,,Deprisa,DEP-34609-29624,https://www.deprisa.com/rastreo/DEP-34609-29624,2025-07-07 11:00:00,2025-07-11,2025-07-11,1,2025-07-11 11:00:00,,delivered
390,456,,Deprisa,DEP-76857-76053,https://www.deprisa.com/rastreo/DEP-76857-76053,2025-05-13 19:00:00,2025-05-23,2025-05-19,1,2025-05-19 19:00:00,,delivered
391,460,,TCC,TCC-31579-12362,https://www.tcc.com.co/rastreo/TCC-31579-12362,2025-09-10 07:00:00,2025-09-16,2025-09-12,1,2025-09-14 07:00:00,,delivered
392,461,,Coordinadora,COO-27522-18019,https://www.coordinadora.com/rastreo/COO-27522-18019,2025-11-28 15:00:00,2025-12-03,2025-12-05,1,2025-11-29 15:00:00,,delivered
393,462,,Interrapidísimo,INT-61619-61206,https://www.interrapidisimo.com/rastreo/INT-61619-61206,2025-05-24 04:00:00,2025-06-03,2025-05-26,1,2025-05-25 04:00:00,,delivered
394,463,,Servientrega,SER-31496-15519,https://www.servientrega.com/rastreo/SER-31496-15519,2025-03-13 08:00:00,2025-03-23,2025-03-14,2,2025-03-14 08:00:00,Cliente rechazó el paquete,delivered
395,464,,Interrapidísimo,INT-92114-59544,https://www.interrapidisimo.com/rastreo/INT-92114-59544,2026-01-01 04:00:00,2026-01-11,2026-01-09,1,2026-01-03 04:00:00,,delivered
396,465,,Deprisa,DEP-20978-26115,https://www.deprisa.com/rastreo/DEP-20978-26115,2025-03-04 20:00:00,2025-03-14,2025-03-12,2,2025-03-13 20:00:00,Horario de entrega no compatible,delivered
397,466,,Interrapidísimo,INT-73936-97247,https://www.interrapidisimo.com/rastreo/INT-73936-97247,2026-01-25 23:00:00,2026-02-02,2026-01-26,1,2026-01-31 23:00:00,,delivered
398,467,,Deprisa,DEP-71167-96061,https://www.deprisa.com/rastreo/DEP-71167-96061,2025-02-09 16:00:00,2025-02-15,2025-02-17,1,2025-02-10 16:00:00,,delivered
399,468,,Coordinadora,COO-54975-35128,https://www.coordinadora.com/rastreo/COO-54975-35128,2026-01-20 11:00:00,2026-01-30,2026-01-31,1,2026-01-23 11:00:00,,delivered
400,469,1373,Interrapidísimo,INT-95457-75993,https://www.interrapidisimo.com/rastreo/INT-95457-75993,2025-11-24 05:00:00,2025-11-30,2025-11-27,1,2025-11-29 05:00:00,,delivered
401,470,,Envía,ENV-78902-26427,https://www.envia.co/rastreo/ENV-78902-26427,2025-03-01 08:00:00,2025-03-11,2025-03-02,1,2025-03-07 08:00:00,,delivered
402,471,,Envía,ENV-88813-90634,https://www.envia.co/rastreo/ENV-88813-90634,2025-12-26 00:00:00,2026-01-03,2025-12-31,1,2025-12-27 00:00:00,,delivered
403,472,,Envía,ENV-48394-96011,https://www.envia.co/rastreo/ENV-48394-96011,2025-08-24 22:00:00,2025-09-03,2025-08-31,1,2025-08-25 22:00:00,,delivered
404,473,,Servientrega,SER-37133-13549,https://www.servientrega.com/rastreo/SER-37133-13549,2025-05-14 14:00:00,2025-05-19,2025-05-15,1,2025-05-19 14:00:00,,delivered
405,474,,Interrapidísimo,INT-80378-60091,https://www.interrapidisimo.com/rastreo/INT-80378-60091,2025-09-18 08:00:00,2025-09-28,2025-09-19,1,2025-09-23 08:00:00,,delivered
406,475,1390,Coordinadora,COO-13787-82982,https://www.coordinadora.com/rastreo/COO-13787-82982,2025-12-28 01:00:00,2026-01-07,2026-01-05,1,2026-01-03 01:00:00,,delivered
407,476,,TCC,TCC-47418-35277,https://www.tcc.com.co/rastreo/TCC-47418-35277,2025-04-24 07:00:00,2025-05-04,2025-04-28,1,2025-04-30 07:00:00,,delivered
408,477,,Coordinadora,COO-56429-14146,https://www.coordinadora.com/rastreo/COO-56429-14146,2025-10-26 09:00:00,2025-11-04,2025-10-30,3,2025-11-04 09:00:00,Edificio cerrado / sin acceso,returned_to_sender
409,478,,Interrapidísimo,INT-46009-12193,https://www.interrapidisimo.com/rastreo/INT-46009-12193,2025-08-08 15:00:00,2025-08-18,2025-08-13,1,2025-08-09 15:00:00,,returned_to_sender
410,479,,Deprisa,DEP-11127-43972,https://www.deprisa.com/rastreo/DEP-11127-43972,2026-01-19 13:00:00,2026-01-25,2026-01-25,1,2026-01-21 13:00:00,,delivered
411,480,,TCC,TCC-25131-62488,https://www.tcc.com.co/rastreo/TCC-25131-62488,2026-01-20 23:00:00,2026-01-30,2026-01-26,1,2026-01-28 23:00:00,,delivered
412,481,1412,Envía,ENV-15563-26562,https://www.envia.co/rastreo/ENV-15563-26562,2025-10-23 09:00:00,2025-10-28,2025-10-30,2,2025-10-28 09:00:00,Cliente rechazó el paquete,delivered
413,482,,Coordinadora,COO-75512-83163,https://www.coordinadora.com/rastreo/COO-75512-83163,2025-04-06 13:00:00,2025-04-13,2025-04-09,1,2025-04-12 13:00:00,,delivered
414,483,,Interrapidísimo,INT-27191-80190,https://www.interrapidisimo.com/rastreo/INT-27191-80190,2026-01-21 19:00:00,2026-01-25,2026-01-23,1,2026-01-25 19:00:00,,delivered
415,484,,Envía,ENV-16073-22709,https://www.envia.co/rastreo/ENV-16073-22709,2025-09-04 21:00:00,2025-09-13,2025-09-07,3,2025-09-08 21:00:00,Dirección incorrecta o inexistente,delivered
416,485,,TCC,TCC-85675-57932,https://www.tcc.com.co/rastreo/TCC-85675-57932,2025-09-09 14:00:00,2025-09-17,2025-09-18,1,2025-09-15 14:00:00,,delivered
417,486,,Servientrega,SER-97414-74663,https://www.servientrega.com/rastreo/SER-97414-74663,2025-06-12 01:00:00,2025-06-22,2025-06-18,1,2025-06-16 01:00:00,,delivered
418,487,,Interrapidísimo,INT-19218-78924,https://www.interrapidisimo.com/rastreo/INT-19218-78924,2025-12-25 00:00:00,2026-01-03,2026-01-01,1,2026-01-01 00:00:00,,delivered
419,488,,Servientrega,SER-56923-80525,https://www.servientrega.com/rastreo/SER-56923-80525,2025-06-29 18:00:00,2025-07-09,2025-07-09,1,2025-06-30 18:00:00,,delivered
420,489,,Interrapidísimo,INT-29190-39683,https://www.interrapidisimo.com/rastreo/INT-29190-39683,2025-04-17 10:00:00,2025-04-27,2025-04-18,1,2025-04-26 10:00:00,,delivered
421,490,,TCC,TCC-86894-82148,https://www.tcc.com.co/rastreo/TCC-86894-82148,2025-11-28 18:00:00,2025-12-07,2025-12-04,1,2025-12-02 18:00:00,,delivered
422,492,,TCC,TCC-95794-39349,https://www.tcc.com.co/rastreo/TCC-95794-39349,2025-12-15 07:00:00,2025-12-22,2025-12-20,2,2025-12-16 07:00:00,Edificio cerrado / sin acceso,delivered
423,495,,Servientrega,SER-79146-53700,https://www.servientrega.com/rastreo/SER-79146-53700,2025-09-24 23:00:00,2025-09-30,2025-09-26,1,2025-09-26 23:00:00,,delivered
424,496,,Coordinadora,COO-31340-86763,https://www.coordinadora.com/rastreo/COO-31340-86763,2025-06-27 05:00:00,2025-07-07,2025-07-07,2,2025-07-04 05:00:00,No se encontró a nadie en la dirección,returned_to_sender
425,497,,Interrapidísimo,INT-74538-61184,https://www.interrapidisimo.com/rastreo/INT-74538-61184,2025-09-28 18:00:00,2025-10-07,2025-10-03,1,2025-10-04 18:00:00,,delivered
426,498,,Deprisa,DEP-67716-58147,https://www.deprisa.com/rastreo/DEP-67716-58147,2025-06-21 00:00:00,2025-07-01,2025-06-23,1,2025-06-24 00:00:00,,delivered
427,499,,TCC,TCC-72647-83291,https://www.tcc.com.co/rastreo/TCC-72647-83291,2026-01-18 13:00:00,2026-01-21,2026-01-23,1,2026-01-21 13:00:00,,delivered
428,500,,Coordinadora,COO-37436-12038,https://www.coordinadora.com/rastreo/COO-37436-12038,2025-07-24 18:00:00,2025-07-30,2025-07-29,1,2025-07-28 18:00:00,,delivered
