item_id,order_id,product_id,qty,unit_price,warranty_expires_at,return_deadline,item_status
1035,349,5099,3,477977.00,2027-06-20,2025-07-20,refunded
1036,350,5143,1,1340029.00,2025-10-09,,active
1037,351,5042,1,408178.00,2026-06-25,2026-01-24,active
1038,351,5073,3,721104.00,2026-12-25,2026-02-23,active
1039,352,5101,3,138813.00,2026-01-07,,active
1040,353,5065,3,1795521.00,2027-02-06,,active
1041,353,5083,1,392259.00,2027-02-06,2025-10-05,active
1042,353,5198,1,1300819.00,2026-08-06,2025-10-05,active
1043,353,5146,1,166425.00,2026-02-06,,active
1044,353,5161,1,927415.00,2026-02-06,,active
1045,354,5040,1,1047504.00,2025-08-28,2025-03-30,active
1046,354,5120,3,1814519.00,2027-02-28,2025-04-29,active
1047,355,5018,3,693765.00,2026-04-08,2025-11-07,active
1048,355,5073,2,721104.00,2026-10-08,2025-12-07,active
1049,355,5059,2,1525647.00,2027-10-08,2025-12-07,active
1050,355,5065,2,1795521.00,2027-04-08,,active
1051,356,5040,2,1047504.00,2026-03-27,2025-10-27,active
1052,356,5009,1,193246.00,2026-09-27,2025-11-26,active
1053,357,5137,3,142277.00,2027-10-01,2025-10-31,active
1054,357,5139,1,897966.00,2027-04-01,2025-10-31,active
1055,357,5049,3,666254.00,2027-04-01,2025-11-30,active
1056,358,5184,1,1928598.00,,,active
1057,359,5194,1,910549.00,2025-12-08,,active
1058,359,5165,1,447081.00,2026-06-08,2025-08-07,active
1059,359,5084,1,941700.00,2025-12-08,2025-08-07,active
1060,359,5058,2,5285192.00,2025-12-08,,active
1061,359,5061,2,6481556.00,2027-06-08,2025-07-08,active
1062,360,5076,3,909188.00,2027-03-12,2025-11-11,active
1063,360,5026,1,582248.00,2026-03-12,,active
1064,360,5015,1,283020.00,2028-09-12,2025-10-12,active
1065,360,5199,1,1886371.00,2026-03-12,2025-10-12,active
1066,360,5145,2,793475.00,2027-09-12,,active
1067,361,5191,3,535679.00,2027-01-13,,active
1068,362,5088,1,1323601.00,2028-12-21,,refunded
1069,362,5168,1,5325990.00,2027-06-21,,returned
1070,362,5024,3,784960.00,2026-12-21,,refunded
1071,362,5048,2,5504.00,2028-12-21,2026-02-19,returned
1072,362,5055,3,462117.00,2026-06-21,2026-02-19,returned
1073,363,5084,1,941700.00,2026-07-20,2026-03-21,active
1074,363,5015,3,283020.00,2029-01-20,2026-02-19,active
1075,364,5178,2,734293.00,2026-04-08,2025-05-08,active
1076,364,5040,3,1047504.00,2025-10-08,2025-05-08,active
1077,364,5035,2,831755.00,2028-04-08,2025-05-08,active
1078,364,5107,1,207259.00,2026-10-08,2025-05-08,active
1079,365,5165,1,447081.00,2027-01-25,2026-03-26,active
1080,365,5079,2,834218.00,2029-01-25,2026-03-26,replaced
1081,365,5140,3,321076.00,2027-01-25,,returned
1082,366,5039,2,2042213.00,2028-05-02,2025-06-01,active
1083,367,5131,1,898570.00,2028-04-23,2025-05-23,active
1084,368,5179,2,1603021.00,,,active
1085,368,5072,3,934784.00,,,active
1086,369,5016,3,358419.00,2025-09-19,,active
1087,369,5116,2,6509135.00,2026-09-19,2025-04-18,active
1088,370,5103,1,10598.00,2027-02-14,2025-10-13,active
1089,370,5160,1,391685.00,2027-02-14,2025-10-13,refunded
1090,371,5039,3,2042213.00,2028-05-08,2025-06-07,active
1091,371,5105,1,389337.00,2026-05-08,2025-06-07,active
1092,371,5086,3,396898.00,2025-11-08,2025-06-07,active
1093,371,5006,2,6481727.00,2027-05-08,2025-07-07,active
1094,371,5038,3,439435.00,2028-05-08,2025-07-07,active
1095,372,5043,2,278397.00,2026-12-01,2026-01-30,active
1096,373,5082,2,125020.00,2027-11-04,,active
1097,373,5128,3,741215.00,2027-05-04,2026-01-03,active
1098,373,5087,2,223755.00,2027-11-04,2026-01-03,active
1099,374,5091,3,177619.00,,,active
1100,375,5134,2,780615.00,2028-07-08,2025-08-07,active
1101,376,5098,3,235159.00,2026-05-03,,active
1102,377,5153,2,293443.00,2027-02-04,,active
1103,377,5061,3,6481556.00,2028-02-04,2026-03-06,active
1104,378,5134,2,780615.00,2029-01-31,2026-03-02,replaced
1105,378,5131,1,898570.00,2029-01-31,2026-03-02,active
1106,378,5160,3,391685.00,2027-07-31,2026-04-01,returned
1107,378,5065,3,1795521.00,2027-07-31,,returned
1108,379,5023,2,597469.00,2028-04-07,2025-05-07,active
1109,379,5187,3,361647.00,2028-04-07,2025-06-06,active
1110,380,5186,2,892248.00,,,active
1111,381,5111,3,5547319.00,,,active
1112,381,5132,1,359991.00,,,active
1113,381,5055,3,462117.00,,,active
1114,381,5138,3,337965.00,,,active
1115,381,5145,2,793475.00,,,active
1116,382,5199,2,1886371.00,2026-06-22,2026-01-21,active
1117,382,5048,3,5504.00,2028-12-22,2026-02-20,active
1118,382,5026,1,582248.00,2026-06-22,,active
1119,383,5103,1,10598.00,2027-05-13,2026-01-12,active
1120,383,5009,3,193246.00,2026-11-13,2026-01-12,active
1121,383,5106,2,886910.00,2028-11-13,2025-12-13,active
1122,383,5122,2,1891359.00,2026-11-13,2025-12-13,refunded
1123,384,5019,1,1880105.00,2026-04-10,2025-05-10,active
1124,384,5102,2,114914.00,2026-10-10,,returned
1125,384,5190,1,217636.00,2025-10-10,,returned
1126,384,5031,3,425567.00,2026-10-10,,refunded
1127,385,5028,1,331744.00,2025-11-21,,active
1128,385,5029,2,900141.00,2025-11-21,,active
1129,385,5146,2,166425.00,2025-11-21,,active
1130,385,5068,2,716823.00,2027-05-21,2025-06-20,returned
1131,385,5004,3,1479197.00,2028-05-21,2025-07-20,active
1132,386,5182,2,886876.00,,,active
1133,387,5023,2,597469.00,2028-09-25,2025-10-25,active
1134,387,5055,1,462117.00,2026-03-25,2025-11-24,active
1135,387,5036,2,143242.00,2026-03-25,,active
1136,388,5112,1,2892741.00,2026-02-28,2025-10-28,active
1137,388,5068,3,716823.00,2027-08-29,2025-09-28,refunded
1138,388,5038,1,439435.00,2028-08-29,2025-10-28,active
1139,388,5185,3,1300446.00,2026-02-28,2025-09-28,refunded
1140,389,5048,2,5504.00,2028-08-15,2025-10-14,active
1141,390,5064,2,221542.00,2028-01-04,2026-02-03,active
1142,390,5122,3,1891359.00,2027-01-04,2026-02-03,returned
1143,390,5067,3,1917652.00,2029-01-04,,refunded
1144,390,5168,3,5325990.00,2027-07-04,,active
1145,391,5033,2,1302240.00,2026-09-01,2025-10-01,active
1146,391,5023,1,597469.00,2028-09-01,2025-10-01,active
1147,392,5069,3,1609377.00,,,active
1148,392,5006,1,6481727.00,,,active
1149,392,5067,2,1917652.00,,,active
1150,392,5011,2,2527350.00,,,active
1151,393,5011,2,2527350.00,2027-10-09,2025-11-08,active
1152,393,5046,2,71945.00,2027-10-09,2025-12-08,active
1153,393,5031,3,425567.00,2027-04-09,,active
1154,393,5014,3,1612975.00,2027-10-09,,active
1155,393,5153,3,293443.00,2026-10-09,,active
1156,394,5013,1,711029.00,2028-06-11,2025-07-11,active
1157,394,5155,2,91862.00,2028-06-11,2025-07-11,active
1158,394,5135,2,173536.00,2028-06-11,2025-07-11,refunded
1159,395,5052,1,170294.00,2027-01-04,2025-09-02,returned
1160,395,5042,1,408178.00,2026-01-04,2025-08-03,refunded
1161,395,5016,3,358419.00,2026-01-04,,returned
1162,395,5015,2,283020.00,2028-07-04,2025-08-03,returned
1163,396,5018,3,693765.00,2026-06-17,2026-01-16,active
1164,396,5062,2,1105744.00,2026-12-17,2026-01-16,active
1165,396,5034,3,1942393.00,2028-12-17,2026-02-15,active
1166,396,5008,2,2902810.00,2026-12-17,2026-02-15,active
1167,396,5010,1,1799134.00,2027-12-17,2026-01-16,active
1168,397,5058,2,5285192.00,2026-01-22,,active
1169,398,5194,2,910549.00,2025-08-21,,active
1170,398,5091,1,177619.00,2028-02-21,2025-04-22,active
1171,398,5099,1,477977.00,2027-02-21,2025-03-23,active
1172,398,5019,1,1880105.00,2026-02-21,2025-03-23,active
1173,398,5014,3,1612975.00,2027-02-21,,active
1174,399,5052,3,170294.00,2026-10-15,2025-06-14,refunded
1175,400,5117,1,1113095.00,2028-04-14,2025-05-14,active
1176,400,5160,1,391685.00,2026-10-14,2025-06-13,active
1177,400,5026,3,582248.00,2025-10-14,,active
1178,401,5166,3,5546284.00,2028-02-28,,active
1179,401,5032,2,231180.00,2027-02-28,2025-04-29,active
1180,402,5087,1,223755.00,2027-11-22,2026-01-21,active
1181,402,5091,2,177619.00,2028-11-22,2026-01-21,active
1182,403,5063,2,2912038.00,2026-12-06,2026-01-05,active
1183,403,5032,1,231180.00,2027-12-06,2026-02-04,active
1184,404,5116,2,6509135.00,2027-01-06,2025-08-05,active
1185,404,5173,2,2890359.00,2026-01-06,,replaced
1186,404,5013,3,711029.00,2028-07-06,2025-08-05,active
1187,404,5098,3,235159.00,2026-01-06,,active
1188,405,5035,1,831755.00,2028-09-27,2025-10-27,active
1189,405,5181,1,386933.00,2026-03-27,2025-11-26,active
1190,406,5098,3,235159.00,2026-07-03,,replaced
1191,407,5185,1,1300446.00,,,active
1192,408,5036,1,143242.00,2025-12-26,,active
1193,408,5140,2,321076.00,2026-06-26,,active
1194,408,5153,1,293443.00,2026-06-26,,returned
1195,408,5024,2,784960.00,2026-06-26,,active
1196,409,5064,2,221542.00,2027-09-24,2025-10-24,active
1197,409,5074,3,1919976.00,2028-09-24,2025-11-23,active
1198,410,5131,1,898570.00,2028-03-01,2025-03-31,active
1199,411,5010,3,1799134.00,2027-11-27,2025-12-27,active
1200,411,5076,3,909188.00,2027-05-27,2026-01-26,active
1201,411,5120,1,1814519.00,2027-11-27,2026-01-26,active
1202,412,5096,1,694900.00,2026-03-10,2025-05-09,active
1203,413,5153,3,293443.00,2026-06-01,,returned
1204,413,5090,2,846449.00,2026-12-01,2025-07-01,active
1205,413,5023,2,597469.00,2028-06-01,2025-07-01,returned
1206,414,5037,2,188969.00,2026-02-24,,active
1207,414,5001,3,5529831.00,2025-08-24,,refunded
1208,414,5043,2,278397.00,2026-02-24,2025-04-25,returned
1209,414,5096,3,694900.00,2026-02-24,2025-04-25,active
1210,414,5112,1,2892741.00,2025-08-24,2025-04-25,replaced
1211,415,5105,3,389337.00,2026-05-04,2025-06-03,active
1212,416,5193,2,335487.00,,,active
1213,416,5092,2,175729.00,,,active
1214,416,5191,2,535679.00,,,active
1215,416,5031,2,425567.00,,,active
1216,416,5029,3,900141.00,,,active
1217,417,5191,2,535679.00,2026-04-27,,active
1218,418,5098,1,235159.00,2026-05-28,,active
1219,419,5048,3,5504.00,2028-05-13,2025-07-12,active
1220,419,5076,2,909188.00,2026-11-13,2025-07-12,active
1221,419,5054,2,281456.00,2026-05-13,2025-06-12,active
1222,420,5140,2,321076.00,,,active
1223,420,5114,1,1507048.00,,,active
1224,421,5145,2,793475.00,2027-06-08,,returned
1225,421,5068,1,716823.00,2027-06-08,2025-07-08,active
1226,422,5061,3,6481556.00,2027-03-17,2025-04-16,active
1227,422,5132,3,359991.00,2025-09-17,,active
1228,422,5096,1,694900.00,2026-03-17,2025-05-16,active
1229,423,5080,2,236237.00,2026-12-31,2026-03-01,replaced
1230,423,5030,2,275083.00,2028-12-31,2026-01-30,active
1231,424,5124,2,1613336.00,2026-08-26,2025-09-25,active
1232,424,5042,1,408178.00,2026-02-26,2025-09-25,active
1233,424,5057,1,2892891.00,2026-08-26,2025-10-25,active
1234,424,5166,1,5546284.00,2028-08-26,,active
1235,425,5029,1,900141.00,2025-09-30,,active
1236,425,5082,2,125020.00,2027-03-30,,active
1237,425,5108,2,93371.00,2026-09-30,2025-04-29,active
1238,426,5056,3,5518992.00,2026-03-16,2025-11-15,active
1239,426,5146,2,166425.00,2026-03-16,,active
1240,427,5010,3,1799134.00,2028-01-15,2026-02-14,active
1241,427,5057,2,2892891.00,2027-01-15,2026-03-16,active
1242,427,5001,3,5529831.00,2026-07-15,,active
1243,427,5161,2,927415.00,2026-07-15,,active
1244,427,5107,3,207259.00,2027-07-15,2026-02-14,active
1245,428,5065,3,1795521.00,2026-11-09,,active
1246,428,5039,2,2042213.00,2028-05-09,2025-06-08,active
1247,429,5039,3,2042213.00,2028-11-14,2025-12-14,active
1248,429,5058,1,5285192.00,2026-05-14,,active
1249,429,5178,2,734293.00,2026-11-14,2025-12-14,active
1250,429,5194,2,910549.00,2026-05-14,,active
1251,429,5032,2,231180.00,2027-11-14,2026-01-13,active
1252,430,5083,1,392259.00,2026-11-18,2025-07-17,active
1253,430,5087,1,223755.00,2027-05-18,2025-07-17,active
1254,431,5142,3,202937.00,2027-10-03,,returned
1255,431,5127,3,919575.00,2028-10-03,2025-12-02,active
1256,431,5106,1,886910.00,2028-10-03,2025-11-02,refunded
1257,432,5038,2,439435.00,2028-04-12,2025-06-11,returned
1258,432,5108,3,93371.00,2026-10-12,2025-05-12,active
1259,432,5050,1,410789.00,2028-04-12,,active
1260,433,5073,1,721104.00,2026-11-24,2026-01-23,active
1261,433,5089,1,1890139.00,2028-11-24,,refunded
1262,433,5155,1,91862.00,2028-11-24,2025-12-24,returned
1263,434,5028,3,331744.00,2026-01-28,,active
1264,434,5131,3,898570.00,2028-07-28,2025-08-27,active
1265,435,5198,3,1300819.00,,,active
1266,436,5184,1,1928598.00,2026-02-28,2025-03-30,active
1267,436,5119,2,185159.00,2026-02-28,2025-03-30,active
1268,436,5004,2,1479197.00,2028-02-28,2025-04-29,refunded
1269,436,5023,3,597469.00,2028-02-28,2025-03-30,active
1270,437,5138,1,337965.00,,,active
1271,437,5027,2,135104.00,,,active
1272,437,5024,2,784960.00,,,active
1273,437,5178,2,734293.00,,,active
1274,437,5134,1,780615.00,,,active
1275,438,5080,2,236237.00,2026-08-15,2025-10-14,active
1276,438,5109,3,234582.00,2027-08-15,2025-09-14,returned
1277,438,5026,2,582248.00,2026-02-15,,active
1278,438,5122,3,1891359.00,2026-08-15,2025-09-14,active
1279,438,5070,2,314573.00,2027-08-15,,active
1280,439,5014,2,1612975.00,2027-08-25,,active
1281,439,5064,2,221542.00,2027-08-25,2025-09-24,active
1282,439,5134,3,780615.00,2028-08-25,2025-09-24,active
1283,439,5108,1,93371.00,2027-02-25,2025-09-24,active
1284,440,5139,1,897966.00,2026-12-14,2025-07-14,active
1285,440,5077,1,367770.00,2026-06-14,2025-07-14,active
1286,440,5049,3,666254.00,2026-12-14,2025-08-13,active
1287,441,5036,1,143242.00,,,active
1288,441,5153,1,293443.00,,,active
1289,442,5081,1,591287.00,2029-01-14,,active
1290,442,5182,3,886876.00,2027-07-14,2026-02-13,active
1291,442,5165,1,447081.00,2027-01-14,2026-03-15,active
1292,442,5011,1,2527350.00,2028-01-14,2026-02-13,active
1293,442,5105,2,389337.00,2027-01-14,2026-02-13,active
1294,443,5129,1,1918131.00,2028-10-05,2025-11-04,active
1295,443,5190,1,217636.00,2026-04-05,,active
1296,444,5015,2,283020.00,,,active
1297,445,5147,2,185633.00,2027-01-06,2025-08-05,active
1298,445,5143,2,1340029.00,2026-01-06,,active
1299,445,5089,2,1890139.00,2028-07-06,,active
1300,445,5086,1,396898.00,2026-01-06,2025-08-05,active
1301,445,5072,1,934784.00,2026-07-06,2025-09-04,active
1302,446,5165,1,447081.00,,,active
1303,446,5176,1,2536646.00,,,active
1304,447,5009,3,193246.00,2026-08-01,2025-09-30,active
1305,447,5132,1,359991.00,2026-02-01,,active
1306,447,5082,2,125020.00,2027-08-01,,active
1307,448,5033,3,1302240.00,,,active
1308,448,5028,1,331744.00,,,active
1309,448,5080,2,236237.00,,,active
1310,449,5007,3,1088354.00,2026-09-28,2025-05-27,active
1311,449,5054,1,281456.00,2026-03-28,2025-04-27,returned
1312,449,5190,3,217636.00,2025-09-28,,returned
1313,449,5101,2,138813.00,2025-09-28,,active
1314,450,5119,3,185159.00,2026-07-28,2025-08-27,active
1315,450,5076,2,909188.00,2027-01-28,2025-09-26,active
1316,450,5182,1,886876.00,2027-01-28,2025-08-27,active
1317,451,5073,2,721104.00,,,active
1318,451,5088,2,1323601.00,,,active
1319,452,5098,3,235159.00,2026-07-17,,active
1320,452,5035,1,831755.00,2029-01-17,2026-02-16,active
1321,452,5012,2,1932806.00,2027-01-17,2026-03-18,active
1322,452,5152,1,404955.00,2027-01-17,,refunded
1323,453,5192,3,175222.00,2026-06-13,,active
1324,453,5046,2,71945.00,2027-12-13,2026-02-11,active
1325,453,5166,3,5546284.00,2028-12-13,,active
1326,453,5102,3,114914.00,2027-06-13,,active
1327,453,5091,1,177619.00,2028-12-13,2026-02-11,active
1328,454,5013,1,711029.00,2028-04-30,2025-05-30,active
1329,455,5165,2,447081.00,2026-07-11,2025-09-09,active
1330,455,5046,2,71945.00,2027-07-11,2025-09-09,active
1331,456,5153,2,293443.00,2026-05-19,,active
1332,456,5171,3,6516599.00,2026-05-19,2025-07-18,active
1333,456,5154,3,429259.00,2026-11-19,2025-06-18,active
1334,456,5052,2,170294.00,2026-11-19,2025-07-18,active
1335,456,5021,1,947736.00,2025-11-19,2025-06-18,active
1336,457,5185,3,1300446.00,,,active
1337,457,5032,2,231180.00,,,active
1338,457,5057,3,2892891.00,,,active
1339,457,5171,2,6516599.00,,,active
1340,457,5100,3,80735.00,,,active
1341,458,5187,3,361647.00,,,active
1342,458,5154,1,429259.00,,,active
1343,458,5050,1,410789.00,,,active
1344,458,5034,1,1942393.00,,,active
1345,458,5014,3,1612975.00,,,active
1346,459,5018,2,693765.00,,,active
1347,459,5120,1,1814519.00,,,active
1348,459,5045,2,74760.00,,,active
1349,460,5144,2,1926066.00,2026-03-12,2025-11-11,active
1350,461,5135,2,173536.00,2028-12-05,2026-01-04,active
1351,462,5032,1,231180.00,2027-05-26,2025-07-25,replaced
1352,462,5076,2,909188.00,2026-11-26,2025-07-25,active
1353,462,5018,2,693765.00,2025-11-26,2025-06-25,active
1354,462,5035,1,831755.00,2028-05-26,2025-06-25,active
1355,463,5010,2,1799134.00,2027-03-14,2025-04-13,active
1356,463,5046,1,71945.00,2027-03-14,2025-05-13,active
1357,463,5133,1,583086.00,2025-09-14,2025-05-13,active
1358,463,5073,2,721104.00,2026-03-14,2025-05-13,active
1359,463,5074,1,1919976.00,2028-03-14,2025-05-13,active
1360,464,5079,3,834218.00,2029-01-09,2026-03-10,active
1361,464,5004,3,1479197.00,2029-01-09,2026-03-10,active
1362,464,5019,3,1880105.00,2027-01-09,2026-02-08,active
1363,465,5059,3,1525647.00,2027-03-12,2025-05-11,replaced
1364,465,5060,3,2204111.00,2027-03-12,2025-04-11,active
1365,465,5009,3,193246.00,2026-03-12,2025-05-11,active
1366,466,5028,1,331744.00,2026-07-26,,active
1367,466,5172,3,1113668.00,2026-07-26,,active
1368,466,5062,3,1105744.00,2027-01-26,2026-02-25,active
1369,467,5142,1,202937.00,2027-02-17,,active
1370,467,5144,2,1926066.00,2025-08-17,2025-04-18,active
1371,467,5100,2,80735.00,2028-02-17,,active
1372,468,5146,2,166425.00,2026-07-31,,active
1373,469,5188,2,602431.00,2027-05-27,,active
1374,469,5023,1,597469.00,2028-11-27,2025-12-27,active
1375,470,5166,3,5546284.00,2028-03-02,,active
1376,470,5108,3,93371.00,2026-09-02,2025-04-01,active
1377,470,5016,3,358419.00,2025-09-02,,active
1378,471,5159,1,635640.00,2027-12-31,2026-01-30,active
1379,471,5049,2,666254.00,2027-06-30,2026-03-01,active
1380,471,5120,3,1814519.00,2027-12-31,2026-03-01,active
1381,472,5035,1,831755.00,2028-08-31,2025-09-30,active
1382,472,5135,1,173536.00,2028-08-31,2025-09-30,active
1383,472,5178,2,734293.00,2026-08-31,2025-09-30,active
1384,472,5188,2,602431.00,2027-02-28,,active
1385,472,5007,1,1088354.00,2027-02-28,2025-10-30,active
1386,473,5168,2,5325990.00,2026-11-15,,active
1387,474,5043,2,278397.00,2026-09-19,2025-11-18,active
1388,474,5196,1,416341.00,2027-03-19,2025-11-18,active
1389,474,5148,1,382097.00,2026-03-19,2025-11-18,active
1390,475,5084,3,941700.00,2026-07-05,2026-03-06,returned
1391,475,5158,1,49150.00,2029-01-05,2026-03-06,active
1392,475,5049,1,666254.00,2027-07-05,2026-03-06,active
1393,475,5060,3,2204111.00,2028-01-05,2026-02-04,active
1394,476,5068,1,716823.00,2027-04-28,2025-05-28,active
1395,476,5015,1,283020.00,2028-04-28,2025-05-28,active
1396,476,5042,3,408178.00,2025-10-28,2025-05-28,active
1397,477,5132,1,359991.00,2026-04-30,,returned
1398,477,5101,3,138813.00,2026-04-30,,active
1399,477,5048,3,5504.00,2028-10-30,2025-12-29,refunded
1400,477,5154,1,429259.00,2027-04-30,2025-11-29,active
1401,478,5146,2,166425.00,2026-02-13,,replaced
1402,478,5090,2,846449.00,2027-02-13,2025-09-12,replaced
1403,478,5024,1,784960.00,2026-08-13,,active
1404,478,5009,1,193246.00,2026-08-13,2025-10-12,replaced
1405,479,5004,1,1479197.00,2029-01-25,2026-03-26,active
1406,479,5076,2,909188.00,2027-07-25,2026-03-26,active
1407,480,5101,2,138813.00,2026-07-26,,active
1408,480,5074,3,1919976.00,2029-01-26,2026-03-27,active
1409,480,5049,1,666254.00,2027-07-26,2026-03-27,active
1410,480,5146,2,166425.00,2026-07-26,,returned
1411,480,5085,2,290310.00,2028-01-26,,active
1412,481,5133,3,583086.00,2026-04-30,2025-12-29,active
1413,481,5011,3,2527350.00,2027-10-30,2025-11-29,active
1414,482,5134,2,780615.00,2028-04-09,2025-05-09,active
1415,482,5149,2,1996121.00,2028-04-09,,active
1416,482,5161,2,927415.00,2025-10-09,,active
1417,483,5003,1,5321008.00,2027-01-23,,active
1418,483,5011,3,2527350.00,2028-01-23,2026-02-22,active
1419,483,5043,1,278397.00,2027-01-23,2026-03-24,active
1420,484,5026,3,582248.00,2026-03-07,,active
1421,485,5059,1,1525647.00,2027-09-18,2025-11-17,active
1422,485,5034,2,1942393.00,2028-09-18,2025-11-17,active
1423,485,5050,1,410789.00,2028-09-18,,active
1424,485,5197,2,236350.00,2027-03-18,2025-10-18,active
1425,485,5047,1,98913.00,2026-09-18,2025-11-17,active
1426,486,5061,3,6481556.00,2027-06-18,2025-07-18,refunded
1427,486,5054,3,281456.00,2026-06-18,2025-07-18,active
1428,486,5013,3,711029.00,2028-06-18,2025-07-18,returned
1429,486,5141,1,381230.00,2026-06-18,2025-08-17,returned
1430,486,5098,1,235159.00,2025-12-18,,active
1431,487,5047,3,98913.00,2027-01-01,2026-03-02,active
1432,487,5026,3,582248.00,2026-07-01,,active
1433,487,5052,3,170294.00,2027-07-01,2026-03-02,active
1434,488,5172,1,1113668.00,2026-01-09,,active
1435,488,5087,1,223755.00,2027-07-09,2025-09-07,active
1436,488,5154,1,429259.00,2027-01-09,2025-08-08,active
1437,488,5140,1,321076.00,2026-07-09,,active
1438,488,5035,1,831755.00,2028-07-09,2025-08-08,active
1439,489,5173,1,2890359.00,2025-10-18,,active
1440,489,5039,3,2042213.00,2028-04-18,2025-05-18,active
1441,490,5050,2,410789.00,2028-12-04,,active
1442,490,5148,3,382097.00,2026-06-04,2026-02-02,active
1443,490,5037,3,188969.00,2026-12-04,,returned
1444,490,5194,1,910549.00,2026-06-04,,refunded
1445,490,5032,1,231180.00,2027-12-04,2026-02-02,active
1446,491,5127,2,919575.00,,,active
1447,492,5076,1,909188.00,2027-06-20,2026-02-18,active
1448,492,5125,3,286557.00,2026-06-20,2026-02-18,active
1449,492,5011,3,2527350.00,2027-12-20,2026-01-19,active
1450,492,5082,3,125020.00,2027-12-20,,active
1451,492,5049,2,666254.00,2027-06-20,2026-02-18,active
1452,493,5198,1,1300819.00,,,active
1453,493,5147,1,185633.00,,,active
1454,493,5093,1,403580.00,,,active
1455,493,5068,1,716823.00,,,active
1456,494,5087,3,223755.00,,,active
1457,494,5119,3,185159.00,,,active
1458,494,5197,3,236350.00,,,active
1459,494,5107,3,207259.00,,,active
1460,494,5012,3,1932806.00,,,active
1461,495,5055,1,462117.00,2026-03-26,2025-11-25,active
1462,496,5107,1,207259.00,2027-01-07,2025-08-06,refunded
1463,496,5073,1,721104.00,2026-07-07,2025-09-05,refunded
1464,496,5081,3,591287.00,2028-07-07,,returned
1465,496,5080,1,236237.00,2026-07-07,2025-09-05,refunded
1466,497,5052,1,170294.00,2027-04-03,2025-12-02,active
1467,497,5110,1,449762.00,2027-10-03,2025-11-02,active
1468,498,5132,3,359991.00,2025-12-23,,active
1469,498,5188,2,602431.00,2026-12-23,,refunded
1470,498,5100,1,80735.00,2028-06-23,,active
1471,498,5019,3,1880105.00,2026-06-23,2025-07-23,active
1472,499,5179,1,1603021.00,2027-01-23,,active
1473,500,5179,3,1603021.00,2026-07-29,,active
1474,500,5039,1,2042213.00,2028-07-29,2025-08-28,active
1475,500,5037,3,188969.00,2026-07-29,,replaced
1476,500,5070,3,314573.00,2027-07-29,,active
1477,501,5091,2,177619.00,2028-11-01,2025-12-31,active
1478,501,5037,1,188969.00,2026-11-01,,returned
1479,501,5132,3,359991.00,2026-05-01,,active
1480,501,5003,3,5321008.00,2026-11-01,,refunded
1481,501,5188,2,602431.00,2027-05-01,,active
1482,502,5176,3,2536646.00,,,active
1483,503,5006,2,6481727.00,2027-08-17,2025-10-16,active
1484,503,5197,3,236350.00,2027-02-17,2025-09-16,active
1485,504,5136,3,534407.00,2026-02-10,,active
1486,505,5088,2,1323601.00,2028-06-19,,refunded
1487,506,5044,2,441347.00,2028-10-13,2025-11-12,active
1488,507,5080,2,236237.00,2026-08-15,2025-10-14,active
1489,508,5034,2,1942393.00,2028-05-27,2025-07-26,active
1490,508,5171,2,6516599.00,2026-05-27,2025-07-26,active
1491,508,5159,3,635640.00,2027-05-27,2025-06-26,active
1492,508,5132,3,359991.00,2025-11-27,,active
1493,508,5131,2,898570.00,2028-05-27,2025-06-26,active
1494,509,5174,1,185396.00,2026-09-19,2025-11-18,active
1495,510,5168,2,5325990.00,2027-04-13,,active
1496,510,5080,3,236237.00,2026-10-13,2025-12-12,active
1497,511,5055,1,462117.00,2025-10-27,2025-06-26,active
1498,511,5004,1,1479197.00,2028-04-27,2025-06-26,active
1499,511,5190,1,217636.00,2025-10-27,,active
1500,512,5039,2,2042213.00,2028-06-28,2025-07-28,replaced
1501,512,5176,2,2536646.00,2027-06-28,2025-08-27,refunded
1502,512,5065,1,1795521.00,2026-12-28,,returned
1503,512,5041,2,682706.00,2026-06-28,,returned
1504,512,5026,2,582248.00,2025-12-28,,returned
1505,513,5146,3,166425.00,2026-02-06,,active
1506,513,5097,1,379457.00,2026-02-06,,active
1507,513,5010,1,1799134.00,2027-08-06,2025-09-05,active
1508,514,5200,1,846106.00,2027-12-20,,active
1509,514,5027,3,135104.00,2028-12-20,2026-02-18,active
1510,514,5003,3,5321008.00,2026-12-20,,refunded
1511,515,5039,3,2042213.00,2028-07-01,2025-07-31,refunded
1512,515,5099,2,477977.00,2027-07-01,2025-07-31,refunded
1513,515,5172,1,1113668.00,2026-01-01,,active
1514,516,5194,2,910549.00,2026-04-16,,active
1515,516,5131,3,898570.00,2028-10-16,2025-11-15,active
1516,516,5188,3,602431.00,2027-04-16,,returned
1517,516,5193,2,335487.00,2026-10-16,,replaced
1518,517,5152,3,404955.00,,,active
1519,517,5147,3,185633.00,,,active
1520,518,5067,3,1917652.00,,,active
1521,518,5052,2,170294.00,,,active
1522,519,5082,2,125020.00,2027-03-13,,active
1523,519,5034,2,1942393.00,2028-03-13,2025-05-12,refunded
1524,519,5044,1,441347.00,2028-03-13,2025-04-12,active
1525,520,5037,2,188969.00,2027-02-10,,active
1526,520,5187,2,361647.00,2029-02-10,2026-04-11,active
1527,520,5101,2,138813.00,2026-08-10,,returned
1528,521,5023,2,597469.00,2028-12-20,2026-01-19,active
1529,522,5125,3,286557.00,2026-03-17,2025-11-16,active
