order_id,customer_id,address_id,order_date,payment_confirmed_at,shipped_at,delivered_at,cancelled_at,status,subtotal,shipping_cost,tax,total_amount,delivery_method,payment_method,card_id,customer_notes,internal_notes,cancellation_reason
506,1162,184,2025-10-09 00:00:00,2025-10-09 17:00:00,2025-10-12 15:00:00,2025-10-13 15:00:00,,delivered,882694.00,0.00,167711.86,1050405.86,home_delivery,PSE,,,,
507,1307,343,2025-08-11 00:00:00,2025-08-11 06:00:00,2025-08-14 04:00:00,2025-08-15 04:00:00,,delivered,472474.00,0.00,89770.06,562244.06,home_delivery,PSE,,,,
508,1060,71,2025-05-16 00:00:00,2025-05-16 09:00:00,2025-05-19 09:00:00,2025-05-27 09:00:00,,delivered,21702017.00,20000.00,4123383.23,25845400.23,home_delivery,tarjeta_debito,108,,,
509,1091,104,2025-09-14 00:00:00,2025-09-14 14:00:00,2025-09-15 22:00:00,2025-09-19 22:00:00,,delivered,185396.00,15000.00,35225.24,235621.24,home_delivery,tarjeta_credito,87,,,
510,1417,462,2025-10-06 00:00:00,2025-10-06 08:00:00,2025-10-07 23:00:00,2025-10-13 23:00:00,,delivered,11360691.00,15000.00,2158531.29,13534222.29,home_delivery,PSE,,,,
511,1004,6,2025-04-25 00:00:00,2025-04-25 12:00:00,2025-04-26 08:00:00,2025-04-27 08:00:00,,delivered,2158950.00,12000.00,410200.50,2581150.50,pickup_point,PSE,,,,
512,1226,255,2025-06-21 00:00:00,2025-06-21 15:00:00,2025-06-22 18:00:00,2025-06-28 18:00:00,,returned,13483147.00,8000.00,2561797.93,16052944.93,home_delivery,tarjeta_credito,279,,,
513,1251,281,2025-07-26 00:00:00,2025-07-26 05:00:00,2025-07-27 13:00:00,2025-08-06 13:00:00,,delivered,2677866.00,20000.00,508794.54,3206660.54,pickup_point,tarjeta_debito,514,,,
514,1465,513,2025-12-15 00:00:00,2025-12-15 18:00:00,2025-12-18 02:00:00,2025-12-20 02:00:00,,delivered,17214442.00,25000.00,3270743.98,20510185.98,home_delivery,tarjeta_debito,115,,,
515,1186,211,2025-06-27 00:00:00,2025-06-27 01:00:00,2025-06-27 16:00:00,2025-07-01 16:00:00,,delivered,8196261.00,25000.00,1557289.59,9778550.59,home_delivery,tarjeta_debito,169,,,
516,1403,447,2025-10-09 00:00:00,2025-10-09 07:00:00,2025-10-10 19:00:00,2025-10-16 19:00:00,,delivered,6995075.00,8000.00,1329064.25,8332139.25,home_delivery,tarjeta_debito,394,Llamar antes de entregar,Cliente contactó soporte antes de realizar la compra,
517,1001,2,2025-03-27 00:00:00,,,,2025-03-28 10:00:00,cancelled,1771764.00,12000.00,336635.16,2120399.16,pickup_point,tarjeta_credito,484,,,Demora excesiva en el envío
518,1429,474,2025-02-25 00:00:00,,,,2025-02-25 21:00:00,cancelled,6093544.00,18000.00,1157773.36,7269317.36,home_delivery,PSE,,"Si no estoy, dejar con el vecino del apartamento 301",,Encontró mejor precio en otra tienda
519,1275,308,2025-03-10 00:00:00,2025-03-10 09:00:00,2025-03-11 14:00:00,2025-03-13 14:00:00,,delivered,4576173.00,15000.00,869472.87,5460645.87,home_delivery,tarjeta_debito,402,,,
520,1292,328,2026-01-26 00:00:00,2026-01-26 11:00:00,2026-01-29 10:00:00,2026-02-10 10:00:00,,delivered,1378858.00,0.00,261983.02,1640841.02,pickup_point,tarjeta_credito,432,,,
521,1369,412,2025-12-16 00:00:00,2025-12-16 14:00:00,2025-12-17 23:00:00,2025-12-20 23:00:00,,delivered,1194938.00,0.00,227038.22,1421976.22,pickup_point,tarjeta_debito,191,,,
522,1235,265,2025-09-13 00:00:00,2025-09-13 22:00:00,2025-09-16 15:00:00,2025-09-17 15:00:00,,delivered,3929791.00,20000.00,746660.29,4696451.29,home_delivery,PSE,,,,
523,1099,115,2025-05-19 00:00:00,2025-05-19 14:00:00,,,2025-05-20 18:00:00,cancelled,23141791.00,8000.00,4396940.29,27546731.29,home_delivery,tarjeta_credito,70,,,Producto ya no es necesario
524,1062,73,2025-06-27 00:00:00,2025-06-27 07:00:00,2025-06-29 05:00:00,2025-07-08 05:00:00,,delivered,7520472.00,8000.00,1428889.68,8957361.68,home_delivery,contraentrega,,,,
525,1232,261,2025-04-02 00:00:00,2025-04-02 12:00:00,2025-04-04 03:00:00,2025-04-08 03:00:00,,delivered,5332780.00,18000.00,1013228.20,6364008.20,home_delivery,tarjeta_debito,128,,,
526,1078,89,2025-07-25 00:00:00,2025-07-25 17:00:00,2025-07-26 15:00:00,2025-07-29 15:00:00,,delivered,9474156.00,0.00,1800089.64,11274245.64,home_delivery,PSE,,,,
527,1348,389,2025-07-30 00:00:00,2025-07-30 05:00:00,2025-07-31 12:00:00,2025-08-12 12:00:00,,delivered,6823534.00,18000.00,1296471.46,8138005.46,pickup_point,PSE,,,Orden retenida por verificación de seguridad - liberada,
528,1148,169,2025-04-30 00:00:00,2025-04-30 02:00:00,,,2025-05-02 01:00:00,cancelled,1150356.00,15000.00,218567.64,1383923.64,pickup_point,tarjeta_debito,24,Llamar antes de entregar,,Demora excesiva en el envío
529,1378,421,2025-04-03 00:00:00,,,,2025-04-04 14:00:00,cancelled,16851112.00,10000.00,3201711.28,20062823.28,pickup_point,tarjeta_credito,61,,,Compra duplicada por error
530,1156,177,2025-11-02 00:00:00,2025-11-02 04:00:00,2025-11-03 23:00:00,2025-11-07 23:00:00,,delivered,7364001.00,12000.00,1399160.19,8775161.19,home_delivery,tarjeta_credito,110,,,
531,1064,75,2025-09-08 00:00:00,2025-09-08 18:00:00,2025-09-10 02:00:00,2025-09-12 02:00:00,,returned,389337.00,10000.00,73974.03,473311.03,home_delivery,tarjeta_debito,66,"Producto frágil, manejar con cuidado",,
532,1325,363,2025-04-05 00:00:00,2025-04-05 07:00:00,2025-04-06 17:00:00,2025-04-13 17:00:00,,delivered,3548157.00,8000.00,674149.83,4230306.83,home_delivery,tarjeta_debito,138,,,
533,1227,256,2025-10-22 00:00:00,2025-10-22 16:00:00,2025-10-25 16:00:00,2025-10-28 16:00:00,,delivered,21894693.00,20000.00,4159991.67,26074684.67,home_delivery,tarjeta_credito,511,,,
534,1336,377,2025-03-12 00:00:00,2025-03-12 04:00:00,2025-03-13 18:00:00,2025-03-16 18:00:00,,delivered,693765.00,25000.00,131815.35,850580.35,home_delivery,tarjeta_debito,7,,,
535,1334,375,2025-12-21 00:00:00,2025-12-21 16:00:00,,,2025-12-22 21:00:00,cancelled,4529078.00,20000.00,860524.82,5409602.82,pickup_point,contraentrega,,,,Encontró mejor precio en otra tienda
536,1420,465,2025-08-22 00:00:00,2025-08-22 13:00:00,2025-08-23 07:00:00,2025-08-29 07:00:00,,delivered,3287707.00,10000.00,624664.33,3922371.33,pickup_point,PSE,,,,
537,1366,409,2025-02-28 00:00:00,2025-02-28 18:00:00,,,2025-03-01 21:00:00,cancelled,594073.00,12000.00,112873.87,718946.87,home_delivery,tarjeta_debito,529,,,Compra duplicada por error
538,1005,7,2025-11-09 00:00:00,2025-11-09 18:00:00,2025-11-10 16:00:00,2025-11-15 16:00:00,,delivered,4091401.00,20000.00,777366.19,4888767.19,pickup_point,PSE,,,,
539,1065,76,2025-10-23 00:00:00,2025-10-23 10:00:00,2025-10-26 09:00:00,2025-11-04 09:00:00,,delivered,10300191.00,25000.00,1957036.29,12282227.29,home_delivery,tarjeta_credito,406,,,
540,1326,365,2025-03-30 00:00:00,2025-03-30 09:00:00,2025-04-01 20:00:00,2025-04-02 20:00:00,,delivered,10014191.00,18000.00,1902696.29,11934887.29,home_delivery,tarjeta_debito,414,,,
541,1310,346,2026-01-19 00:00:00,2026-01-19 13:00:00,2026-01-20 18:00:00,2026-01-26 18:00:00,,delivered,671265.00,18000.00,127540.35,816805.35,home_delivery,tarjeta_credito,417,,,
542,1096,111,2026-01-13 00:00:00,2026-01-13 04:00:00,,,2026-01-13 09:00:00,cancelled,4775284.00,18000.00,907303.96,5700587.96,home_delivery,nequi,,,,Cliente cambió de opinión
543,1463,510,2025-04-25 00:00:00,2025-04-25 12:00:00,2025-04-27 00:00:00,2025-05-07 00:00:00,,delivered,2582708.00,0.00,490714.52,3073422.52,home_delivery,contraentrega,,,,
544,1180,204,2025-05-02 00:00:00,2025-05-02 05:00:00,2025-05-04 17:00:00,2025-05-07 17:00:00,,delivered,9353378.00,15000.00,1777141.82,11145519.82,home_delivery,contraentrega,,Llamar antes de entregar,,
545,1307,343,2025-08-06 00:00:00,2025-08-06 02:00:00,2025-08-06 16:00:00,2025-08-09 16:00:00,,delivered,3178568.00,15000.00,603927.92,3797495.92,home_delivery,nequi,,,Orden retenida por verificación de seguridad - liberada,
546,1257,288,2025-11-09 00:00:00,2025-11-09 12:00:00,2025-11-12 07:00:00,2025-11-17 07:00:00,,delivered,959099.00,0.00,182228.81,1141327.81,home_delivery,contraentrega,,,,
547,1119,137,2025-11-19 00:00:00,2025-11-19 13:00:00,2025-11-22 03:00:00,2025-12-03 03:00:00,,delivered,2218031.00,18000.00,421425.89,2657456.89,home_delivery,tarjeta_credito,173,Entregar preferiblemente en horas de la mañana,,
548,1103,119,2025-10-02 00:00:00,2025-10-02 21:00:00,,,2025-10-03 02:00:00,cancelled,5935385.00,18000.00,1127723.15,7081108.15,home_delivery,PSE,,,,Cliente cambió de opinión
549,1246,276,2025-04-03 00:00:00,2025-04-04 00:00:00,2025-04-04 21:00:00,2025-04-15 21:00:00,,delivered,6919266.00,18000.00,1314660.54,8251926.54,home_delivery,tarjeta_credito,460,,,
550,1379,422,2026-01-11 00:00:00,2026-01-11 21:00:00,2026-01-14 06:00:00,2026-01-18 06:00:00,,delivered,7836809.00,15000.00,1488993.71,9340802.71,home_delivery,tarjeta_credito,467,,,
551,1197,224,2025-06-15 00:00:00,2025-06-15 19:00:00,2025-06-17 11:00:00,2025-06-24 11:00:00,,delivered,9999347.00,20000.00,1899875.93,11919222.93,home_delivery,PSE,,,Cliente contactó soporte antes de realizar la compra,
552,1105,122,2026-01-08 00:00:00,2026-01-08 04:00:00,2026-01-08 22:00:00,2026-01-12 22:00:00,,delivered,5285721.00,15000.00,1004286.99,6305007.99,home_delivery,daviplata,,,,
553,1220,248,2025-12-07 00:00:00,2025-12-07 11:00:00,,,2025-12-08 17:00:00,cancelled,703746.00,0.00,133711.74,837457.74,home_delivery,tarjeta_debito,179,,,Dirección de entrega incorrecta
554,1485,533,2025-08-14 00:00:00,2025-08-14 02:00:00,2025-08-15 18:00:00,2025-08-20 18:00:00,,delivered,4915033.00,10000.00,933856.27,5858889.27,home_delivery,nequi,,"Por favor empacar con cuidado, es un regalo",,
555,1073,84,2025-04-01 00:00:00,2025-04-01 09:00:00,,,2025-04-02 12:00:00,cancelled,10651980.00,10000.00,2023876.20,12685856.20,home_delivery,tarjeta_debito,493,,,Error al realizar el pedido
556,1400,444,2025-05-14 00:00:00,2025-05-14 06:00:00,2025-05-15 14:00:00,2025-05-18 14:00:00,,delivered,1306015.00,15000.00,248142.85,1569157.85,home_delivery,tarjeta_credito,175,,,
557,1458,505,2025-08-26 00:00:00,2025-08-26 19:00:00,2025-08-28 05:00:00,2025-09-06 05:00:00,,delivered,5625142.00,25000.00,1068776.98,6718918.98,home_delivery,tarjeta_credito,543,,,
558,1313,350,2025-12-12 00:00:00,2025-12-12 11:00:00,2025-12-15 01:00:00,2025-12-27 01:00:00,,delivered,2560624.00,0.00,486518.56,3047142.56,home_delivery,PSE,,,,
559,1371,414,2025-02-15 00:00:00,2025-02-15 01:00:00,,,2025-02-15 16:00:00,cancelled,7121664.00,10000.00,1353116.16,8484780.16,home_delivery,tarjeta_credito,530,,,Error al realizar el pedido
560,1142,163,2025-06-29 00:00:00,2025-06-30 00:00:00,2025-07-01 11:00:00,2025-07-05 11:00:00,,delivered,9133693.00,8000.00,1735401.67,10877094.67,home_delivery,tarjeta_credito,23,,Segunda compra del mes - verificar promociones,
561,1236,266,2025-07-07 00:00:00,2025-07-07 16:00:00,2025-07-09 20:00:00,2025-07-14 20:00:00,,delivered,2184437.00,20000.00,415043.03,2619480.03,home_delivery,PSE,,,,
562,1232,262,2026-01-08 00:00:00,,,,2026-01-09 04:00:00,cancelled,4076136.00,8000.00,774465.84,4858601.84,home_delivery,tarjeta_debito,128,,Producto empacado con protección adicional,Error al realizar el pedido
563,1214,242,2025-05-09 00:00:00,2025-05-09 08:00:00,2025-05-12 02:00:00,2025-05-21 02:00:00,,delivered,11348420.00,18000.00,2156199.80,13522619.80,pickup_point,tarjeta_debito,259,,,
564,1151,172,2025-03-17 00:00:00,2025-03-17 01:00:00,2025-03-19 18:00:00,2025-03-22 18:00:00,,delivered,5914849.00,0.00,1123821.31,7038670.31,home_delivery,nequi,,,,
565,1470,518,2025-12-20 00:00:00,2025-12-20 19:00:00,2025-12-21 14:00:00,2025-12-27 14:00:00,,delivered,4084468.00,15000.00,776048.92,4875516.92,home_delivery,PSE,,,,
566,1500,550,2025-03-13 00:00:00,2025-03-13 03:00:00,2025-03-14 18:00:00,2025-03-19 18:00:00,,returned,3196339.00,15000.00,607304.41,3818643.41,home_delivery,tarjeta_credito,548,,,
567,1053,64,2025-02-23 00:00:00,2025-02-23 05:00:00,2025-02-25 22:00:00,2025-03-02 22:00:00,,delivered,10959192.00,8000.00,2082246.48,13049438.48,home_delivery,nequi,,,,
568,1052,63,2025-05-11 00:00:00,2025-05-12 00:00:00,2025-05-13 05:00:00,2025-05-16 05:00:00,,delivered,897966.00,0.00,170613.54,1068579.54,pickup_point,tarjeta_debito,296,Necesito factura electrónica,,
569,1384,427,2026-01-12 00:00:00,2026-01-12 18:00:00,2026-01-14 19:00:00,2026-01-22 19:00:00,,delivered,5000889.00,20000.00,950168.91,5971057.91,home_delivery,tarjeta_credito,533,,,
570,1479,527,2025-06-05 00:00:00,2025-06-05 10:00:00,2025-06-06 04:00:00,2025-06-07 04:00:00,,delivered,10027060.00,25000.00,1905141.40,11957201.40,home_delivery,PSE,,,,
571,1209,237,2025-02-17 00:00:00,2025-02-17 18:00:00,2025-02-19 21:00:00,2025-02-20 21:00:00,,delivered,5384701.00,20000.00,1023093.19,6427794.19,home_delivery,PSE,,,,
572,1027,32,2025-10-21 00:00:00,2025-10-21 15:00:00,2025-10-24 05:00:00,2025-10-28 05:00:00,,delivered,8868932.00,20000.00,1685097.08,10574029.08,home_delivery,PSE,,"Es un regalo, no incluir factura en el paquete",,
573,1082,93,2025-05-03 00:00:00,2025-05-04 00:00:00,2025-05-06 23:00:00,2025-05-13 23:00:00,,delivered,1906920.00,12000.00,362314.80,2281234.80,home_delivery,contraentrega,,,,
574,1018,23,2025-10-25 00:00:00,2025-10-25 18:00:00,2025-10-26 18:00:00,2025-11-04 18:00:00,,delivered,2567646.00,10000.00,487852.74,3065498.74,home_delivery,tarjeta_credito,337,,,
575,1416,461,2025-11-29 00:00:00,2025-11-29 05:00:00,2025-12-02 03:00:00,2025-12-05 03:00:00,,delivered,1692212.00,10000.00,321520.28,2023732.28,home_delivery,tarjeta_debito,536,,,
576,1448,494,2025-11-23 00:00:00,2025-11-23 18:00:00,2025-11-24 10:00:00,2025-11-26 10:00:00,,delivered,17549410.00,20000.00,3334387.90,20903797.90,home_delivery,contraentrega,,,,
577,1340,381,2025-05-14 00:00:00,2025-05-14 16:00:00,2025-05-16 18:00:00,2025-05-21 18:00:00,,delivered,2889404.00,20000.00,548986.76,3458390.76,home_delivery,tarjeta_credito,117,,,
578,1455,502,2025-07-18 00:00:00,,,,2025-07-19 22:00:00,cancelled,5764633.00,12000.00,1095280.27,6871913.27,home_delivery,tarjeta_credito,541,,,Producto similar comprado en tienda física
579,1471,519,2025-06-07 00:00:00,2025-06-07 18:00:00,2025-06-08 18:00:00,2025-06-10 18:00:00,,delivered,4028261.00,18000.00,765369.59,4811630.59,home_delivery,contraentrega,,,,
580,1390,434,2025-02-21 00:00:00,2025-02-21 14:00:00,2025-02-23 14:00:00,2025-03-07 14:00:00,,delivered,12934626.00,10000.00,2457578.94,15402204.94,home_delivery,tarjeta_credito,240,,,
581,1401,445,2025-12-24 00:00:00,2025-12-24 18:00:00,2025-12-27 16:00:00,2026-01-04 16:00:00,,delivered,1987033.00,10000.00,377536.27,2374569.27,home_delivery,nequi,,,,
582,1098,114,2025-06-13 00:00:00,2025-06-13 16:00:00,2025-06-15 12:00:00,2025-06-21 12:00:00,,delivered,321076.00,15000.00,61004.44,397080.44,home_delivery,PSE,,,,
583,1339,380,2025-05-13 00:00:00,2025-05-13 10:00:00,2025-05-16 03:00:00,2025-05-22 03:00:00,,returned,247622.00,0.00,47048.18,294670.18,home_delivery,tarjeta_debito,30,,Cliente solicitó cambio de dirección post-compra,
584,1388,432,2025-07-30 00:00:00,2025-07-30 12:00:00,2025-07-31 07:00:00,2025-08-06 07:00:00,,delivered,1821098.00,20000.00,346008.62,2187106.62,home_delivery,tarjeta_debito,113,,,
585,1066,77,2025-10-04 00:00:00,2025-10-04 11:00:00,2025-10-06 10:00:00,2025-10-12 10:00:00,,delivered,16197606.00,18000.00,3077545.14,19293151.14,home_delivery,nequi,,,,
586,1268,299,2025-10-11 00:00:00,2025-10-11 03:00:00,2025-10-13 12:00:00,2025-10-23 12:00:00,,delivered,7784940.00,25000.00,1479138.60,9289078.60,home_delivery,nequi,,,,
587,1243,273,2025-12-27 00:00:00,2025-12-28 00:00:00,2025-12-29 20:00:00,2026-01-02 20:00:00,,delivered,1688997.00,15000.00,320909.43,2024906.43,home_delivery,contraentrega,,,Cliente premium - envío express autorizado,
588,1382,425,2025-11-21 00:00:00,,,,2025-11-21 07:00:00,cancelled,6538549.00,20000.00,1242324.31,7800873.31,home_delivery,PSE,,,,Error al realizar el pedido
589,1459,506,2025-12-06 00:00:00,,,,2025-12-06 01:00:00,cancelled,368655.00,10000.00,70044.45,448699.45,home_delivery,tarjeta_credito,65,"Producto frágil, manejar con cuidado",,Producto ya no es necesario
590,1257,288,2026-01-12 00:00:00,2026-01-12 18:00:00,2026-01-15 13:00:00,2026-01-24 13:00:00,,delivered,7209084.00,20000.00,1369725.96,8598809.96,home_delivery,daviplata,,,,
591,1498,548,2025-05-06 00:00:00,2025-05-06 13:00:00,2025-05-08 01:00:00,2025-05-10 01:00:00,,delivered,671265.00,15000.00,127540.35,813805.35,pickup_point,daviplata,,"Si no estoy, dejar con el vecino del apartamento 301",,
592,1479,527,2025-03-13 00:00:00,2025-03-13 05:00:00,2025-03-15 01:00:00,2025-03-16 01:00:00,,delivered,7500262.00,12000.00,1425049.78,8937311.78,home_delivery,PSE,,,,
593,1450,496,2025-05-17 00:00:00,2025-05-17 21:00:00,2025-05-20 00:00:00,2025-06-01 00:00:00,,delivered,8674797.00,18000.00,1648211.43,10341008.43,home_delivery,tarjeta_debito,47,,,
594,1395,439,2025-03-13 00:00:00,2025-03-13 17:00:00,2025-03-15 12:00:00,2025-03-22 12:00:00,,delivered,8516951.00,0.00,1618220.69,10135171.69,home_delivery,tarjeta_debito,67,,,
595,1322,360,2025-11-02 00:00:00,,,,2025-11-02 22:00:00,cancelled,6154543.00,10000.00,1169363.17,7333906.17,pickup_point,nequi,,,,Cliente cambió de opinión
596,1025,30,2025-02-13 00:00:00,,,,2025-02-13 23:00:00,cancelled,941700.00,0.00,178923.00,1120623.00,home_delivery,tarjeta_debito,274,,,Cliente cambió de opinión
597,1449,495,2025-11-23 00:00:00,2025-11-23 06:00:00,2025-11-25 04:00:00,2025-12-02 04:00:00,,delivered,10168468.00,18000.00,1932008.92,12118476.92,home_delivery,contraentrega,,,,
598,1271,304,2025-08-19 00:00:00,2025-08-19 10:00:00,2025-08-20 12:00:00,2025-08-24 12:00:00,,delivered,6038754.00,0.00,1147363.26,7186117.26,pickup_point,contraentrega,,,,
599,1143,164,2025-09-18 00:00:00,2025-09-18 08:00:00,2025-09-19 01:00:00,2025-09-28 01:00:00,,delivered,14095090.00,10000.00,2678067.10,16783157.10,home_delivery,tarjeta_credito,501,,,
600,1359,401,2026-01-09 00:00:00,2026-01-09 11:00:00,2026-01-10 20:00:00,2026-01-22 20:00:00,,delivered,5872957.00,8000.00,1115861.83,6996818.83,home_delivery,nequi,,"Por favor empacar con cuidado, es un regalo",,
601,1421,466,2025-06-04 00:00:00,2025-06-04 15:00:00,2025-06-07 08:00:00,2025-06-09 08:00:00,,delivered,386933.00,18000.00,73517.27,478450.27,home_delivery,contraentrega,,,,
602,1006,8,2025-04-15 00:00:00,2025-04-15 09:00:00,2025-04-17 17:00:00,2025-04-22 17:00:00,,delivered,4249808.00,0.00,807463.52,5057271.52,home_delivery,nequi,,,,
603,1453,500,2026-01-09 00:00:00,,,,2026-01-09 08:00:00,cancelled,3048674.00,8000.00,579248.06,3635922.06,pickup_point,tarjeta_credito,540,,,Compra duplicada por error
604,1247,277,2025-04-26 00:00:00,2025-04-26 02:00:00,2025-04-28 15:00:00,2025-05-03 15:00:00,,delivered,1992824.00,12000.00,378636.56,2383460.56,home_delivery,tarjeta_debito,146,,,
605,1366,409,2025-07-23 00:00:00,2025-07-23 06:00:00,2025-07-25 19:00:00,2025-07-31 19:00:00,,delivered,6134599.00,8000.00,1165573.81,7308172.81,home_delivery,PSE,,,,
606,1496,546,2025-05-16 00:00:00,2025-05-16 23:00:00,,,2025-05-17 15:00:00,cancelled,5975002.00,10000.00,1135250.38,7120252.38,home_delivery,tarjeta_debito,244,"Producto frágil, manejar con cuidado",,Encontró mejor precio en otra tienda
607,1300,336,2025-05-21 00:00:00,2025-05-21 11:00:00,2025-05-22 04:00:00,2025-05-27 04:00:00,,delivered,11416242.00,15000.00,2169085.98,13600327.98,pickup_point,daviplata,,"Si no estoy, dejar con el vecino del apartamento 301",,
608,1493,542,2025-04-08 00:00:00,2025-04-08 01:00:00,2025-04-10 06:00:00,2025-04-21 06:00:00,,delivered,844368.00,0.00,160429.92,1004797.92,home_delivery,PSE,,,,
609,1348,389,2025-12-17 00:00:00,2025-12-17 19:00:00,2025-12-19 00:00:00,2025-12-28 00:00:00,,delivered,17821391.00,18000.00,3386064.29,21225455.29,pickup_point,nequi,,,,
610,1205,232,2026-01-09 00:00:00,2026-01-10 00:00:00,,,2026-01-11 10:00:00,cancelled,8561180.00,20000.00,1626624.20,10207804.20,home_delivery,tarjeta_credito,17,,,Dirección de entrega incorrecta
611,1405,449,2025-12-01 00:00:00,2025-12-01 11:00:00,2025-12-02 19:00:00,2025-12-05 19:00:00,,delivered,3731986.00,20000.00,709077.34,4461063.34,home_delivery,nequi,,,,
612,1322,360,2025-09-28 00:00:00,,,,2025-09-28 10:00:00,cancelled,1011414.00,10000.00,192168.66,1213582.66,home_delivery,nequi,,,,Cliente cambió de opinión
613,1391,435,2025-05-24 00:00:00,2025-05-24 16:00:00,2025-05-26 08:00:00,2025-05-27 08:00:00,,returned,2680058.00,0.00,509211.02,3189269.02,home_delivery,tarjeta_credito,80,,,
614,1214,242,2025-11-10 00:00:00,2025-11-10 15:00:00,2025-11-11 10:00:00,2025-11-12 10:00:00,,delivered,2647202.00,0.00,502968.38,3150170.38,home_delivery,nequi,,Entregar preferiblemente en horas de la mañana,Orden retenida por verificación de seguridad - liberada,
615,1185,210,2025-03-13 00:00:00,2025-03-13 20:00:00,2025-03-16 04:00:00,2025-03-21 04:00:00,,delivered,7804722.00,8000.00,1482897.18,9295619.18,home_delivery,tarjeta_debito,504,"Por favor empacar con cuidado, es un regalo",,
616,1304,340,2025-09-10 00:00:00,2025-09-10 18:00:00,2025-09-12 18:00:00,2025-09-14 18:00:00,,delivered,8611692.00,12000.00,1636221.48,10259913.48,home_delivery,PSE,,,,
617,1381,424,2025-11-28 00:00:00,2025-11-28 02:00:00,2025-11-29 10:00:00,2025-12-09 10:00:00,,delivered,26912990.00,0.00,5113468.10,32026458.10,home_delivery,nequi,,,,
618,1208,236,2025-07-09 00:00:00,2025-07-09 12:00:00,,,2025-07-09 21:00:00,cancelled,12756944.00,18000.00,2423819.36,15198763.36,home_delivery,daviplata,,,,Cliente cambió de opinión
619,1243,273,2025-04-01 00:00:00,2025-04-01 19:00:00,2025-04-02 14:00:00,2025-04-04 14:00:00,,delivered,5951229.00,8000.00,1130733.51,7089962.51,home_delivery,PSE,,,Cliente premium - envío express autorizado,
620,1188,213,2025-08-11 00:00:00,2025-08-11 08:00:00,2025-08-14 01:00:00,2025-08-21 01:00:00,,returned,1888892.00,15000.00,358889.48,2262781.48,home_delivery,nequi,,,Segunda compra del mes - verificar promociones,
621,1256,287,2025-08-07 00:00:00,2025-08-07 02:00:00,2025-08-08 10:00:00,2025-08-12 10:00:00,,delivered,1113668.00,8000.00,211596.92,1333264.92,home_delivery,tarjeta_debito,434,,,
622,1057,68,2025-11-16 00:00:00,2025-11-16 17:00:00,,,2025-11-18 14:00:00,cancelled,5778198.00,0.00,1097857.62,6876055.62,home_delivery,tarjeta_debito,491,,,Compra duplicada por error
623,1483,531,2025-10-12 00:00:00,2025-10-12 11:00:00,2025-10-13 17:00:00,2025-10-14 17:00:00,,delivered,5078849.00,25000.00,964981.31,6068830.31,home_delivery,tarjeta_debito,547,,,
624,1070,81,2025-03-06 00:00:00,2025-03-06 10:00:00,2025-03-08 17:00:00,2025-03-17 17:00:00,,delivered,13392129.00,15000.00,2544504.51,15951633.51,home_delivery,contraentrega,,,,
625,1063,74,2025-05-11 00:00:00,2025-05-11 14:00:00,2025-05-12 04:00:00,2025-05-23 04:00:00,,delivered,1861599.00,25000.00,353703.81,2240302.81,home_delivery,PSE,,,,
626,1454,501,2025-02-27 00:00:00,2025-02-27 08:00:00,,,2025-02-28 17:00:00,cancelled,5670680.00,15000.00,1077429.20,6763109.20,home_delivery,tarjeta_credito,451,,,Compra duplicada por error
627,1088,100,2025-02-12 00:00:00,2025-02-12 22:00:00,2025-02-15 05:00:00,2025-02-18 05:00:00,,delivered,10978178.00,12000.00,2085853.82,13076031.82,home_delivery,tarjeta_credito,212,,,
628,1087,99,2025-10-27 00:00:00,2025-10-27 17:00:00,2025-10-28 10:00:00,2025-11-01 10:00:00,,delivered,31750707.00,10000.00,6032634.33,37793341.33,home_delivery,tarjeta_debito,447,,Cliente premium - envío express autorizado,
629,1110,127,2025-10-03 00:00:00,2025-10-03 13:00:00,2025-10-04 12:00:00,2025-10-07 12:00:00,,delivered,2335787.00,0.00,443799.53,2779586.53,pickup_point,nequi,,,,
630,1293,329,2025-07-16 00:00:00,2025-07-16 04:00:00,2025-07-17 16:00:00,2025-07-27 16:00:00,,delivered,3454991.00,18000.00,656448.29,4129439.29,pickup_point,tarjeta_debito,250,,,
631,1491,540,2025-05-21 00:00:00,2025-05-21 23:00:00,2025-05-23 12:00:00,2025-05-26 12:00:00,,delivered,4634842.00,15000.00,880619.98,5530461.98,home_delivery,contraentrega,,,,
632,1129,147,2025-05-24 00:00:00,2025-05-24 16:00:00,2025-05-25 09:00:00,2025-06-01 09:00:00,,delivered,122885.00,15000.00,23348.15,161233.15,home_delivery,tarjeta_credito,189,,,
633,1310,346,2025-10-10 00:00:00,2025-10-10 21:00:00,2025-10-13 03:00:00,2025-10-16 03:00:00,,delivered,3398742.00,12000.00,645760.98,4056502.98,home_delivery,tarjeta_debito,417,,,
634,1412,457,2025-12-17 00:00:00,2025-12-17 05:00:00,2025-12-19 22:00:00,2025-12-22 22:00:00,,delivered,310563.00,18000.00,59006.97,387569.97,home_delivery,tarjeta_debito,93,,,
635,1119,137,2025-10-29 00:00:00,2025-10-29 20:00:00,,,2025-10-30 16:00:00,cancelled,5777583.00,15000.00,1097740.77,6890323.77,home_delivery,tarjeta_debito,173,,,Compra duplicada por error
636,1355,397,2025-12-20 00:00:00,2025-12-20 15:00:00,2025-12-23 08:00:00,2026-01-02 08:00:00,,delivered,2614188.00,20000.00,496695.72,3130883.72,home_delivery,tarjeta_credito,343,,,
